start	end	text
180994	185198	Te pueden citar a las... nos vemos en la mañana, nosotros la mañana es las 10 y las 11.
185218	188421	No, ellos la mañana es las 6, a la mañana es las 7 y ya están trabajando.
189261	189922	El tráfico.
193065	193625	Sí, así es.
194266	199010	Oye, eso fue hace 25 años, imagínate, ya hoy en día es bastante más complicado.
199691	206957	El tráfico en Medellín hace 25 años no era tan pesado, pero la ciudad ha crecido muchísimo, ha tenido una expansión muy grande y se ha congestionado mucho.
206997	208018	Gente muy educada.
209886	220969	Tú le preguntabas a una persona en la calle de 16, 17 años una dicción, una forma de hablar, educadísimos.
221109	224230	No me preguntes por qué, pero muy educados.
225390	232292	Y Medellín, por eso ahí está el talento de todas esas artistas que han salido a emigrar de Medellín.
233453	237714	Todas las artistas nuevas, mucho talento, mucho talento.
238838	249787	Y lo mejor es que te hablan hermoso.
249847	250247	Enamoran.
250308	251208	Enamoran todo.
251228	253150	No sé qué está haciendo aquí con una mexicana.
253170	254351	Las mexicanas también enamoran.
254371	255172	Estoy vacilando.
255312	257193	Pero platícame.
257233	260656	Primero agradecerte por el espacio que me abrieron ustedes tres.
260796	262778	María, vos, Héctor y Andre.
262798	267242	Me estaba contando que ustedes están buscando la forma de pronto de
268106	289959	De actualizar algunos procesos, de empezar a buscar ahorros en temas internos dentro de la compañía de manejo de la información, automatización de etapas y procesos para que todo sea un poco más fluido y les permita a ustedes tomar un poco más de decisiones y enfocarse más en planeación que en elaboración, por así decirlo.
290059	294582	Entonces, Andrea me ha contado un poco de la compañía, lo que ustedes hacen.
295650	299252	El crecimiento que tuvo Trixx y la forma que vos la desarrollaste.
299672	306956	Igualmente me gustaría conocer también un poco más de la compañía, entender de pronto cuál es la logística de usted interna de la compañía.
308777	311219	Cuáles son los procesos de trabajo para ver cómo los podemos ayudar.
311899	315901	Digamos que yo hoy en día estoy comenzando una compañía con mi hermano, mi hermano vive en Bruselas.
315921	324866	En la cual vamos a hacer unos, pues estamos dedicándonos a hacer consultorías apoyados mucho con temas de inteligencia artificial.
325682	353762	para automatizar procesos dentro de las compañías para agilizar digamos que tareas manuales que pasen de ser una tarea manual a una tarea computacional todo pues como apoyado a diferentes herramientas tecnológicas también hemos notado que muchas compañías que compran mucho software tienen muchas herramientas tecnológicas pero no le sacan el provecho 100% entonces es buscar la manera como de cerrar esa brecha entre lo que tienen hoy en día las compañías sin necesidad de comprar nuevos productos
354246	356727	Para que el trabajo sea mucho más fácil para los empleados.
358427	372991	Una de mis preocupaciones que acabo de... el marzo anoche precisamente estaba pensando es... los nuevos métodos que están utilizando a nivel mundial en cuanto a la inteligencia artificial.
374332	377653	En la logística está muy definido ya.
379253	381434	Ya no va a haber mucho que descubrir porque
383634	395718	El poder de la mano de obra en este tipo de negocio no puede desaparecer, se necesita 100%.
399019	408561	Si te vas a una compañía que está líder mundial en logística, que ya ingresó a algo súper relevante, que no sé a dónde puede ir más, es Amazon.
408581	410222	Ahorita ellos acaban de contratar
410754	420740	Hector Leyla,Costco Reunión presencial en Trixx Logistics en Tijuana sobre logística cross-border, contenedores CBP,Amazon,Walmart,Cartagena,Luis,Ricardo,Damian,Maria,Hector,Damian,Maria,Leonisa,Amazon,Walmart,Costco Reunión presencial en Trixx Logistics en Tijuana
436750	464378	En Latinoamérica no lo ha podido lograr por las regulaciones que hay en México, por todos los sindicatos y por todas esas cosas, pero sí me gustaría a mí en lo personal saber un poco más cómo poder aplicar nosotros, si tenemos un sistema bueno que a la gente le da flojera,
468126	487199	Bueno, a nuestros clientes les da porjera o no sé por qué son apáticos de no utilizarlo, a lo mejor porque no es amigable, a lo mejor porque ahora ya ves que con un clic queremos todo y hemos estado batallando con algunos clientes, pero tengo entendido que lo tenemos muy completo, tengo entendido.
488300	496686	Sí no nos hemos profundizado en todo eso, pero sí quisiera yo saber un poquito más de lo que es las nuevas modalidades
497430	498911	Este enfocado a la logística.
498931	509599	Nosotros contamos con una empresa americana en transporte, en bodegas y hacemos diferentes procesos a nuestra manera.
509959	524189	No te puedo decir que tengo gente capacitada pero sí tengo gente muy trabajadora que a lo mejor ya se convierte en un vicio.
524229	525750	El buen trabajador ya no quiere
526802	528543	No quiere recibir, no quiere ser.
529003	535024	Nos ha costado mucho trabajo que utilicen las herramientas que nosotros proporcionamos.
535065	549149	Tuvimos un switch, un cambio muy fuerte de lo que hacíamos manual a lo que hacemos ahora con una computadora, con una tablet, con sistemas que fue Marilena aplicando y que nos costó trabajo.
549209	551449	Mucho trabajo educar a los trabajadores.
552149	553870	Estamos ingresando en el
554850	564377	En el transporte Americano y en el Mexicano y también nos está costando mucho trabajo porque pues se oponen a las nuevas tecnologías, ellos se quedan supervisados.
564878	579668	A resumen, a final de cuentas, lo que nosotros queremos, yo no me quiero ahorrar a lo mejor 100 dólares o 100 pesos, lo que quiero es tener las respuestas en el momento.
579908	582430	Si pasó algo, quiero saber por qué, cómo,
582866	584246	Y donde cometimos el error.
585127	589148	Y porque ya hemos visto varias cosas, ¿no?
589228	594269	Respecto al rendimiento del diésel, tenemos otra persona que nos bloquea.
594649	598230	Todos son muy buenos trabajadores para mí porque los conozco de más de 22 años.
598250	598690	Todos.
599370	604612	Pero con el tiempo, pues tú sabes que ya se va haciendo un vicio.
605072	612554	Entonces, lo que yo quisiera es, tenemos Marilena y yo un plan, digamos, rústico.
612874	626042	Si se puede utilizar la palabra, en que uno de mis socios va a ingresar a la compañía en el 2026 por medio de una mesa inversionista.
626062	636929	En la inversión que va a salir, yo quedé con Marilena en que me voy a salir en el operativo y ya quita todos sus vicios que ya los trae.
639454	641015	Muy arraigados, como muy fuertes.
641035	645897	La bodega americana, la bodega en Guadalajara, problemas...
646557	650539	Yo no traigo problemas de trabajo, traigo problemas de actitudes.
651239	659923	Entonces a veces los problemas de actitudes se van reflejando al final de cuentas en una mala relación entre el personal.
660343	660663	Claro.
660863	666706	Si sale una orden de aquí que todos creen que porque a lo mejor Marilena era encargada de todo,
667978	669419	¿Es que es ocurrencia de ella?
669479	671040	No, es ocurrencia mía.
671820	673421	Entonces todo lo mal interpreto, ¿no?
673841	679384	Y a raíz de todo esto han subido fricciones en el personal, que es lo que no me gusta.
680865	691030	Otra de las situaciones también es que sí me gustaría como tener más orden en la bodega.
691751	692471	Perdón.
692531	692971	Adelante.
693392	693612	Bueno.
695493	695673	Sí.
697454	697594	Sí.
701206	714477	¿Es la bodega de los Ángeles?
714617	722043	Empezamos por la calle.
722103	729950	Esa bodega está muy pequeña para el espacio que tenemos, entonces tenemos subcontratado otra bodega.
730998	733399	El servicio de otra bodega, no el espacio de la bodega.
733439	736301	No tienen arrendada la bodega sino el servicio de guardar.
737762	741804	Quien saca los contenedores del puerto, estos puertos llegan de Long Beach.
742244	743045	Llegan de China.
744285	752290	Tenemos cuatro clientes que les llevan contenedores de Long Beach.
752750	759694	Hector se refiere al cliente Jan, es un cliente que quiere sacar su visa de inversionista porque su visa
762488	765810	Él es venezolano, chinos, nacido en Venezuela, emigrado mexicano.
766251	767152	De varias nacionalidades.
767212	769654	Entonces, él va a sacar su visa inversionista.
769674	770855	Perdón.
771175	772756	No, sigue, sigue, sigue.
773097	783966	Y traemos un proyecto en el 27 de crecer, bueno, ya estamos ahorita creciendo, pero hemos sido muy precavidos.
784646	788570	Muy precavidos en que yo digo siempre a Marilena, a ver, yo no voy a cometer el error
789846	800352	En un momento de trabajo que te va bien, ya por eso yo ya me voy a los extremos y no lo quiero hacer, hemos sido muy precavidos.
800692	812559	Pero ese es un proyecto donde podamos rentar o comprar una bodega unas cinco veces más que donde estamos y tener al personal adecuado.
812679	817822	Nosotros estamos trabajando sub-arrendando un servicio que creo que es bueno.
819730	828493	Pero... Con lo que se le paga, se puede rentar y podemos hacerlo, ¿no?
828513	833854	Yo también no soy de los que digo, no, yo en el año me voy a ahorrar tanto y mejor lo hubiera...
834014	834975	No, no, no.
834995	836375	De todos modos ese dinero ni lo ves.
836855	838556	Al final de cuentas, ni lo ves.
839156	845158	Porque si así fueran los ahorros y las inversiones en cualquier empresa,
847463	849224	Todos fuéramos multimillonarios.
850025	868017	Entonces lo que sí nos interesa mucho es si sabemos cómo trabajar, sabemos cómo hacer las cosas, sabemos cómo tratar a la gente y al final de cuentas pues el que acerca a los clientes con el que negocio soy yo.
868778	874642	Pero también eso no es sano para un negocio.
875282	886647	A veces yo con el tiempo he estado perdiendo la tolerancia con los clientes y sinceramente con un telefonazo los mando mucho por un tubo y ya no vuelvo a aparecer.
886767	889068	Ya no les doy el servicio otra vez.
889108	892810	Si quieren regresar Contigo al Servicio les cojo más caro.
893110	901134	Y regresan porque saben que nosotros no robamos, no decimos mentiras como en los mandamientos y no mandamos
901606	906267	No andan nunca me meto en algo personal con los clientes, todo es comercial, laboral.
906948	910309	Todo esto es comercial, todo es comercial.
910889	927274	Entonces, si lo que más nos interesa es ver una mirada de por fuera y que nos digan hacia dónde a lo mejor.
928982	929262	¿Cómo?
929342	929903	¿Cómo está?
929923	932204	Yo sí sé cómo está cambiando el mundo en la logística.
932264	936106	En eso estoy al 100% me considero.
936186	942550	Todos los días estoy viendo lo que están haciendo las empresas a nivel mundial.
943170	944791	No aquí nacional tanto.
945332	946812	Porque yo ya sé aquí lo nacional.
947253	955157	Aquí nos defendemos de la violencia, nos defendemos de la extorsión, nos defendemos del robo, nos defendemos de la autoridad.
955177	956358	Eso yo ya lo sé.
957630	976215	Pero lo que quiero hacer es, no quiero caer en empresas que tienen toda la tecnología y que tienen que ir a tocar puertas para pedir trabajo porque ya no tienen trabajo y no pueden mantener esa maquinaria de camiones, de personal, de compromisos laborales.
977776	982237	Eso hasta ahorita no lo hemos cometido nosotros.
982457	985158	Hemos tenido malas rachas pero
986786	988287	Hablantes en español.
988327	989147	Hablantes en español.
1016298	1020359	Por fuera, también no tenemos ningún problema.
1020699	1024620	Ya sabemos cuáles son nuestros defectos.
1026061	1036084	Por aquí han desfilado unas cuatro o cinco personas y algunos nos dicen que yo correría fulanito y correría así, pero para correr no hay la opción.
1037084	1043126	Si tú me dices corre primero al que tienes ahí porque es un tirano, sí, pero no ha funcionado.
1044098	1051362	Si vos no querés tampoco que te cambien la forma de la compañía como las han venido construyendo ustedes de un momento a otro, un tercero pues.
1051382	1051802	No, si.
1053183	1053663	De acuerdo.
1055404	1072154	Entonces este, entonces si quiero que, si me, a menos que nos propongas, si nos propones algo, lo platicamos, no te puedo decir ya que ahorita lo voy a aceptar, pero lo podemos platicar.
1072514	1079179	Hector Leyándose a Marilena y a mí y vemos de qué forma nos puedes apoyar.
1079460	1084484	Yo nunca estoy en contra de saber más.
1085204	1090309	Eso para mí siempre ha sido muy importante.
1090429	1095553	No lo que yo diga siempre va a ser lo correcto.
1095753	1101498	Estoy abierto a la crítica y sobre todo a mejorar lo que
1101990	1103711	Lo que hemos pues construido, ¿no?
1104851	1107012	Que cuando te quedes, ¿cómo lo hemos construido?
1107372	1108993	Es la relación de cajas y camiones.
1109113	1114015	Estas son las cajas que se tienen.
1114035	1114375	McKinney,Trixx.
1114395	1117316	Y estos son los camiones que se tenían y más o menos con veintidós.
1117877	1122399	Yo creo que lo que tenemos que... Aquí compré diez más.
1122579	1127681	Sí, pero apenas se están pidiendo los BIN, por eso no están ahí los números de los BIN.
1128041	1128201	Sí.
1129161	1130182	Son los que acabas de pedir, ¿no?
1130754	1135297	Ahorita Miguel está pidiendo los DIN para ya relacionarlos, entonces van a ser diez más.
1135357	1141001	Si traemos muchas cositas ahí, nosotros a lo mejor quedas a decir bueno como sobreviviste, como esto.
1141061	1153029	Eh mira, hemos sobrevivido a punta de como se dice vulgarmente chingazos y por otra ha resistido también a esas malas, muy malas rachas.
1153569	1157672	Pero ahorita que tenemos buenas, estamos aprovechando ese boom.
1157912	1160394	No me la creo, no creas tú que me la creo.
1160958	1169904	No, me estoy preparando para el día de mañana porque yo siempre pienso el día de mañana y si cambia toda esta situación económica, bueno, ya tenemos cómo soportar eso pues.
1169964	1170205	Claro.
1170405	1176289	En vez de tanta deuda la vamos reduciendo sin ninguna ganancia personal.
1176369	1186636	O sea, no creas tú que tengo una ganancia y voy dos meses a viajar por el mundo o me compro un carro del año que es impagable.
1186857	1187437	No hago eso.
1188017	1188678	Eso no lo hago.
1189094	1198257	Me gusta vivir bien, me gusta que toda la gente que trabaja conmigo viva bien, esté bien y sobre todo que me guste el trabajo.
1198297	1200257	Eso es lo que yo más quiero.
1200497	1210621	Porque durante tantos años lo que hago es lo que me gusta y como me gusta lo disfruto y como lo disfruto no la paso bien.
1211161	1215442	Entonces, en resumidas cuentas eso es lo que nosotros somos, ¿no?
1215854	1235022	Bueno Miguel aparte en cuestión de necesidades ahorita como ya se invirtió como ves ya hay más de 70 cajas y más de 20 camiones el tener más equipo implica que tenemos que cumplir con más requisitos y más inspecciones.
1235630	1254283	Entonces creo que si no llevamos como un control ya de comunidad, la inspección trimestral, semestral, si tienen las placas, si tienen los permis, o sea, si cuentan con todo, entonces como que todo eso no lo tenemos que tener como en papel deshaclado sino ya... Porque, ajá, agregarle que tenemos esto, ¿no?
1254423	1255423	Esto, esto para ti.
1256084	1265030	Más aparte tenemos vehículos que utilizamos, unos diez vehículos que se utilizan con personal.
1265282	1265782	Sí, señor.
1266103	1273669	Más aparte, flotillas de carros que andan ahí entre personales, o sea, yo cuido mucho el equipo.
1274549	1277212	Es lo que más cuido, el equipo, porque es lo que nos da de comer.
1277592	1282116	Entonces, todo tiene que tener un orden y necesitamos un orden en todo.
1283036	1285578	Estoy hablando más de 120 vehículos que tenemos.
1286019	1294806	O sea, entre desde uno que costó 250 mil dólares, que son 10, hasta el más barato, a lo mejor,
1295778	1303986	Que hacemos intercambio, hey préstame ese carro y te lo cambio por este y que vale diez mil dólares en la barra.
1304086	1321442	Entonces... O sea, como que esa parte en cuestión de equipo que esté toda digitalizada, con imágenes, con fotos, con el servicio que se le ha dado, con los mantenimientos, o sea, todas las partes que se le están comprando, por ejemplo, el camión 8 ahorita es el invertido, yo creo que más de lo que cuesta.
1322274	1323314	¿El 8 cuál es?
1323394	1329577	El 8 a lo mejor ya lo deberíamos de cambiar por uno de los que se le compraron a Diego en México que circula en Estados Unidos hacer ese switch.
1329717	1330397	¿El Internacional?
1330618	1332358	El Internacional, el 8 ya lo metiste.
1332378	1333799	¿El Internacional es el DECAP?
1334459	1335980	No, el 8, el camión 8.
1336000	1337420	¿Qué es el DECAP?
1337501	1338781	El Volvo 8.
1338841	1341422	Ese ya se le metió dinero.
1342483	1349366	Pero entonces como ya veo una estadística alarmante, esta unidad ya se le metió más de lo que cuesta valorar si se...
1351326	1353348	Si se echa o si se sigue invirtiendo.
1353868	1358372	Entonces como que todas las unidades tener como un expediente.
1358492	1362516	Una hoja de vida del vehículo, de lo que ha hecho.
1362536	1365318	Todos los consumos que tiene.
1368100	1369782	Porque tenemos como el papeleo.
1370883	1374466	Obviamente tenemos una persona que le gusta mucho
1375010	1375531	La hoja.
1375591	1379415	A todos en esta oficina les encantan las hojas.
1379435	1381237	Si entras a mi lugar está lleno de hojas.
1381257	1394352	O sea como que hacer esa transición de papel a digital y de con un clic meter yo la unidad este el Volvo 01 y saber
1396770	1397410	¿Dónde estaba?
1397430	1398211	¿Qué ha hecho?
1398271	1399491	¿Los recorridos?
1399511	1400812	¿Contenimientos?
1400832	1405475	¿Cuándo se le vencen sus inspecciones ecológicas,mecánicas?
1405495	1418882	¿Cuándo se le vencen las placas?
1421423	1423084	Entonces, eso en cuanto al equipo.
1423104	1425285	Y hay otra parte que también
1427446	1445241	Me gustaría que se tomara en consideración para todos los contenedores que llegan del puerto, como que también los tienen las personas, los que son de China, los que son de Carlos, los que son de China, como que unificar toda esa información y ver todo el gasto que genera.
1445261	1456330	Si traemos como tres operaciones, una acá por Houston, una en Long Beach y otra acá por Mexicali, entonces traemos en tren, traemos tren,
1456962	1458203	Barco y terrestre.
1458603	1485414	Y sí, efectivamente, cada quien, por ejemplo, aquí yo hago una reunión, alguien me reporta lo de tren, alguien me reporta lo de mar, alguien me reporta lo... es un portal... Y, por ejemplo, el gasto que se genera, o sea, el gasto que se genera del broker, el gasto que se genera del puerto, el gasto que se genera del... este... de Daguan, el gasto que se... o sea, todo el gasto que se genera
1486078	1501869	En cuanto al movimiento de ese contenedor, ¿en qué caja se cargó?, ¿por dónde cruzó?, ¿el tiempo que tardó en trasladarse?
1505571	1508553	Como que son dos temas así como pilares.
1508914	1514978	Te dirías que, digo, a reserva, como cualquier análisis, tienes que saber
1516402	1516982	La operación.
1518243	1522245	No me atrevería a decirte... Es más, no te he ni preguntado qué haces.
1522945	1525387	Si te has fijado, no te dejo ni hablar.
1526087	1529309	No te preocupes, yo estoy aquí para escucharlos y saber qué es lo que necesitan.
1529349	1536012	Es muy importante que no te deje hablar porque es como cuando vas al doctor.
1537793	1539074	Primero le platicas al doctor.
1540114	1541295	Hablantes en español.
1567594	1568034	¿Me explico?
1568535	1577602	O me das tu especialidad o me dices, pues no importa, yo lo puedo solucionar.
1577722	1579884	Entonces es como los doctores, porque si te dejo hablar...
1580965	1585749	Ahí ya te patean de uno, te sacan por el lado.
1585769	1587851	No me interesa, tengo todo.
1588031	1589532	El arrogante siempre te dice tengo todo.
1590032	1590893	Yo no lo hago.
1592134	1594556	Y te vas a sentir mal.
1594996	1596598	Entonces mejor te platico mis problemas.
1597058	1598379	Si puedes, nos puedes ayudar.
1598399	1599239	No, está súper bien.
1599259	1602180	Si no, nos recomiendas cómo nos puedes ayudar.
1602680	1603381	Claro que sí, señor.
1603401	1606442	No, por mí está súper bien la dinámica que estamos manejando.
1606642	1617007	La podemos mantener y ya al final, si quieren, yo les cuento un poquito más o menos cómo es la forma de trabajar de nosotros para ver cómo les podemos ayudar precisamente.
1617807	1618367	Sí.
1618387	1624030	Entonces, he notado, como vos decís, hay dos pilares importantes de información, que es la información
1624638	1628019	La información de los camiones y la información de los contenedores, ¿cierto?
1628400	1649488	Y también me mencionaste algo que me parece que también es muy importante de pronto como retomarlo, es el tema de la fricción que hay dentro del equipo por temas de la información, entiendo, porque pues como dijo Andrea ahorita hay muchas personas que están acostumbradas al papel, otras que de pronto pueden estar acostumbradas a las pantallas y creo que eso puede generar mucha fricción, ¿cierto?
1654402	1665965	Dices los grupos esos de WhatsApp que son buenos porque ya es algo más personalizado pero que a veces no pongo, a veces también Marilena está como en 15 grupos.
1666865	1667205	Claro.
1667285	1678989	Es que Ricardo aquí nadie usa correo electrónico, ya es que como muchas empresas utilizan que vas copiando aquí en los puros WhatsApp.
1679009	1683630	Y también otra cosa es por ejemplo cada, como tenemos algunos
1684874	1702869	Proveedores de transporte, el asignarle ya una carga a que proveedor se le diga el número de chofer, el número de placas, entonces a veces hay como esta, a veces se confunde a quién le vas a asignar el contenedor, qué transportista va a mover el contenedor.
1704370	1711496	Eso es otra cosa que hay que... que hoy lo estamos haciendo muy manual, muy... ¿Cómo viene?
1711556	1712097	Sí, aparte...
1715067	1721033	O sea, un contenedor, un camión se puede ir, tú lo pagaste y nos damos cuenta.
1721654	1723916	O sea, ¿cuántos fueron?
1723937	1724737	¿Quién sabe?
1725430	1728953	Se lo chingan y ya pagamos, ya todo, o sea, tiene que haber un control.
1729053	1732215	Este ya llegó, o sea, cuál entregaste, cuál esto.
1732236	1741283	Ya es que a la hora que pedimos cuentas de Carlos Muñoz, de otro cabrón, pagan en efectivo y traemos un... Y los en el pago, luego nos dicen qué contenedores son los que están pagando.
1741303	1741743	Exactamente.
1741763	1742964	Entonces, ahí ya no hay...
1743044	1746647	Entonces, traemos ya un... aquí, hazte cuenta, traemos un callo.
1746667	1748489	¿Crees que conoces un callo?
1748509	1749009	Sí, sí, sí.
1749189	1750911	Por más que vayas al podólogo...
1751451	1752372	Ese está ahí todavía.
1752392	1752732	Ahí está.
1753012	1754754	Lo que tienes que hacer es que corta la pierna.
1757908	1763872	O vas con el especialista y le dicen, ¿qué hago para que no?
1763892	1767255	Pues cómplese zapatos nuevos, tres zapatos con dos años, dos mil.
1767275	1771077	Tiene que salir un callo, tómate calcetines y cómprate diez pares de zapatos.
1771618	1775621	Entonces, eso es lo que nos traemos nosotros varios callos aquí.
1776241	1781245	Varios callos, entonces, digo, tampoco no voy a decir voy a bajar la cortina y ya se acabó el negocio.
1781265	1782526	No, tengo que...
1783018	1790565	Esa transición, ahorita que hay más equipo y que no queremos que se salga las manos.
1790585	1794728	Ahorita está en nuestras manos pero se puede salir del control.
1795008	1796029	Se va a salir.
1796049	1802975	Ahorita se acaban de comprar 10 camiones más y se acaban de comprar... 20 cajas.
1803556	1805037	No, 30 cajas más.
1805077	1807819	¿Con cajas se refieren a contenedores?
1807999	1809261	No, a la caja seca.
1809321	1810802	A la caja seca aquella.
1811410	1813812	Este es el contenedor y esta es la caja.
1814172	1816113	Estas son rentaz, tenemos que hacer Rentaz.
1818294	1821316	Son de temperatura estas cajas o no necesariamente?
1821376	1822397	Solamente secas.
1822417	1825899	Estos son de 40 a 45 y las cajas son de 53 pies.
1825939	1828501	Entonces estos contenedores...
1837566	1838907	No te preocupe, no, no, no.
1838927	1840268	Adelante, adelante.
1867970	1875772	¿Y cualquier información que necesites?
1876693	1888056	Sí, yo creo que, a ver, lo que de pronto lo comentamos, André, pues hablamos el sábado un poco y por lo que veo hay como diferentes temas a tocar y diferentes personas que están involucradas con los diferentes temas, ¿cierto?
1888096	1895658	Yo creo que sería identificar de pronto las oportunidades que hay en los diferentes equipos y hablar con cada uno de los equipos a ver
1896002	1898163	¿Cuáles son los dolores de cabeza que ellos tienen?
1898783	1903144	Entonces André me comentó que ya tenían unos dolores de cabeza, más que dolores de cabeza, eran como...
1903184	1904024	Unas cartas portes.
1904244	1904464	Exacto.
1904484	1905145	Unas situaciones.
1905265	1908105	Se pueden hacer automáticamente.
1908225	1908986	Ah, ok, perfecto.
1909386	1909906	Mira, déjame...
1909946	1911706	Adelante, adelante, por favor.
1911746	1912187	Sí, sí, sí.
1912627	1921569	Esta es la bodega en Los Ángeles, que digo, ahorita está demasiado pequeña, pero como comenta Héctor, o sea, el expandirte no es nada más ir a rentar un espacio.
1921589	1923570	De hecho, se han buscado muchísimas bodegas y en...
1925426	1935270	Hemos pasado así como en Los Ángeles en estos años como etapa de mucha demanda de trabajo y en ocasiones no hay bodegas disponibles.
1935290	1938992	Ahorita parece que hay muchas bodegas disponibles pero con ciertas restricciones.
1939552	1941293	Algunas no cumplen con la altura.
1943054	1946195	Otras han estado en zonas en las que el horario es restringido.
1946755	1952478	O sea, x y. Ahorita hay todo lo que se está esperando es como
1953078	1970230	Como que se decidió el contratar a alguien externo, te digo, para poder hacer descargas de contenedores porque llegó un punto en el que quien nos sacaba los contenedores del puerto los tenía en su patio y ya el contenedor sale del puerto y tiene ciertos días para regresarlo porque sino se genera una demora.
1970811	1971251	Claro.
1972552	1980618	Y lo que provocó ese momento es que nos llegaron muchos contenedores, no teníamos el espacio para descargarlos aquí.
1981138	1984979	Y empezó a hacerse demoras pero de miles de horas.
1985019	1993521	Y de repente, has de contar, el señor este tenía los contenedores aquí y seguía poniendo acá y el sacar estos para él era imposible.
1993721	1996942	Y esos causaban demoras impresionantes.
1996962	2003584	Y además de la demora que se le paga al puerto, pues el cliente necesita esa mercancía.
2004584	2009026	Entonces, ahorita tenemos dos personas que sacan contenedores del puerto.
2010466	2017612	La persona que lo saca tiene dos bodegas donde nos llegan, además de aquí, en dos lugares más.
2018633	2025119	Nada más que ahí nada más podemos tener a un cliente, un cliente yan que saca los contenedores después.
2025159	2030963	Cuando descargan estos, estos se forman unos 26, 27 tarimas con estos.
2031604	2038550	Porque si te fijas la caja es grande, entonces vas a otro espacio y estos ya se van directamente a México, a la Ciudad de México.
2039230	2050775	Y la razón por la cual hay una... pues porque se acumulan tanto y no los pueden despachar digamos que de manera inmediata es... Para empezar aquí tiene un horario que siempre le he dicho a Héctor, tiene un solo turno.
2051175	2054756	Le digo que para una bodega pues un turno es muy poco.
2054776	2058518	Claro, mínimo dos o veinticuatro o siete idealmente.
2058558	2059118	Pero entonces...
2059650	2065234	Desde ahí yo le estaba haciendo como conciencia de que tenemos que tener dos turnos.
2065254	2067715	Porque te has tiempo perdido porque nos están comiendo y nadie más.
2067735	2068696	Y aparte comen todos juntos, ¿no?
2068756	2071357	Pero bueno, porque también cargan y descargan todos juntos.
2072498	2079783	Entonces estaban entrando a las 10 de la mañana y saliendo a las 6 de la tarde.
2080283	2081904	Es que ¿quién entra a las 10 de la mañana?
2081944	2084906	Entonces tienen muy poquito tiempo que están entrando a las 9 de la mañana.
2085402	2090206	Imagínate en una bodega entrar a las 10 de la mañana, todo tu tiempo muerto.
2090627	2098093	Entonces yo le digo, tenemos que tener un horario de que sea, no sé, como de 7 a 3 y de 3 a 7, o sea, aprovechar más el espacio.
2098854	2104659	Pero bueno, ahorita que ya se compró más equipo que va a estar circulando y que hay manera de...
2104739	2112125	Iba, rentó aquí a la vuelta de la bodega hay un terreno que una persona le rentó y le robaron dos contenedores.
2112505	2113326	Ah, no te puedo creer.
2114050	2116112	Hay mismo en Los Ángeles.
2116132	2117033	Dos contenedores enteros.
2117053	2118094	Dos contenedores enteros.
2118114	2119435	Enteros con todo el contenedor.
2119455	2125821	Después uno de los contenedores crea GPS y apareció el contenedor vacío ya por allá.
2125861	2132447	Entonces ahorita se paga un guardia todas las noches para que esté ahí el pendiente.
2132467	2139254	Y el tracking de los contenedores que tú dices que se están acumulando es uno de los problemas que ustedes tienen, que no hay como una forma de seguimiento.
2140306	2155531	Ahorita tenemos Samsara que es la compañía que... Samsara, con él tenemos lo que es el monitoreo de los camiones.
2159032	2165674	Esta es una compañía, justo ayer aprendí a descargar los videos.
